identifiant_de_l_etablissement;nom_etablissement;type_etablissement;statut_public_prive;adresse_1;adresse_2;adresse_3;code_postal;code_commune;nom_commune;code_departement;code_academie;code_region;ecole_maternelle;ecole_elementaire;voie_generale;voie_technologique;voie_professionnelle;telephone;fax;web;mail;restauration;hebergement;ulis;apprentissage;segpa;section_arts;section_cinema;section_theatre;section_sport;section_internationale;section_europeenne;lycee_agricole;lycee_militaire;lycee_des_metiers;post_bac;appartenance_education_prioritaire;greta;siren_siret;fiche_onisep;position;type_contrat_prive;libelle_departement;libelle_academie;libelle_region;coordx_origine;coordy_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;code_type_contrat_prive;pial;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0591209U;Ecole primaire Georges Brassens;Ecole;Public;107 RUE PRINCIPALE;;59510 FOREST SUR MARQUE;59510;59247;Forest-sur-Marque;059;09;32;1;1;;;;0374004345;;;ce.0591209U@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590247900025;;50.63391316096185, 3.1906095487109094;SANS OBJET;Nord;Lille;Hauts-de-France;713508.2;7059676.6;EPSG:2154;Circonscription d'inspection du 1er degré de Roubaix-Hem;50.63391316096185;3.1906095487109094;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0594632P;;;0595879V;;;09104;ROUBAIX TOURCOING
0591210V;Ecole élémentaire Roger Salengro;Ecole;Public;11 rue Jean Deconinck;;59430 DUNKERQUE;59430;59183;Dunkerque;059;09;32;0;1;;;;0328274152;;;ce.0591210V@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP+;;21590248700044;;51.02755775880044, 2.3028806624767317;SANS OBJET;Nord;Lille;Hauts-de-France;650984.2;7103753.5;EPSG:2154;Circonscription d'inspection du 1er degré de Dunkerque Saint Pol;51.02755775880044;2.3028806624767317;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0594398K;;;0592773U;;;09105;DUNKERQUE FLANDRE
0591395W;Ecole élémentaire Victor Hugo;Ecole;Public;Parc de la Mairie;;59510 HEM;59510;59299;Hem;059;09;32;0;1;;;;0320022274;;;ce.0591395W@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590299000146;;50.65557060749573, 3.185180600320704;SANS OBJET;Nord;Lille;Hauts-de-France;713117.8;7062089.0;EPSG:2154;Circonscription d'inspection du 1er degré de Roubaix-Hem;50.65557060749573;3.185180600320704;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0594632P;;;0595879V;;;09104;ROUBAIX TOURCOING
0591406H;Ecole primaire No à Houx;Ecole;Public;172 rue Emir Doffenies;;59199 HERGNIES;59199;59301;Hergnies;059;09;32;1;1;;;;0327407069;;;ce.0591406H@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590301400045;;50.48669121040775, 3.5342206103716776;SANS OBJET;Nord;Lille;Hauts-de-France;737970.1;7043385.6;EPSG:2154;Circonscription d'inspection du 1er degré de Valenciennes-Condé;50.48669121040775;3.5342206103716776;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590050J;;;0592798W;;;09107;VALENCIENNOIS
0591434N;Ecole primaire Aimé Dewitte - Regroupement Pédagogique Intercommunal Concentré (RPC) de HOUDAIN-LEZ-BAVAY;Ecole;Public;31 rue des Martyrs;;59570 HOUDAIN LEZ BAVAY;59570;59315;Houdain-lez-Bavay;059;09;32;1;1;;;;0327391097;;;ce.0591434N@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590315400031;;50.3159488226264, 3.783010159545326;SANS OBJET;Nord;Lille;Hauts-de-France;755841.1;7024514.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Avesnes-Le Quesnoy;50.3159488226264;3.783010159545326;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;1;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593490Y;;;0592778Z;;;09108;SAMBRE AVESNOIS
0591439U;Ecole maternelle du Bourg;Ecole;Public;3 rue Anatole Musy;;59116 HOUPLINES;59116;59317;Houplines;059;09;32;1;0;;;;0320779343;;;ce.0591439U@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590317000052;;50.69348326032417, 2.9138002404003216;SANS OBJET;Nord;Lille;Hauts-de-France;693898.4;7066301.8;EPSG:2154;Circonscription d'inspection du 1er degré de Lille2-Armentières;50.69348326032417;2.9138002404003216;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0594638W;;;0592784F;;;09102;LILLE OUEST
0591451G;Ecole primaire Jean Monnet;Ecole;Public;Rue de la Mairie;;59480 ILLIES;59480;59320;Illies;059;09;32;1;1;;;;0320290211;;;ce.0591451G@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590320400034;;50.56082341109622, 2.831639661746806;SANS OBJET;Nord;Lille;Hauts-de-France;688051.2;7051529.1;EPSG:2154;Circonscription d'inspection du 1er degré de Lille2-Annoeullin;50.56082341109622;2.831639661746806;Rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593231S;;;0595482N;;;09102;LILLE OUEST
0591493C;Ecole primaire Emilienne Bonnaire;Ecole;Public;12 boulevard des Résistants;;59550 LANDRECIES;59550;59331;Landrecies;059;09;32;1;1;;;;0327847425;;;ce.0591493C@ac-lille.fr;1;0;1;;;;;;;;;;;;;;;21590331100045;;50.12345306592388, 3.688090442429629;SANS OBJET;Nord;Lille;Hauts-de-France;749258.8;7003015.1;EPSG:2154;Circonscription d'inspection du 1er degré d'Avesnes Aulnoye;50.12345306592388;3.688090442429629;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0595178H;;;0596785E;;;09108;SAMBRE AVESNOIS
0591514A;Ecole élémentaire Jean Mermoz;Ecole;Public;26 rue d'Iena;;59810 LESQUIN;59810;59343;Lesquin;059;09;32;0;1;;;;0320169982;;;ce.0591514A@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590343600057;;50.587151596327736, 3.1121894707999385;SANS OBJET;Nord;Lille;Hauts-de-France;707958.1;7054455.5;EPSG:2154;Circonscription d'inspection du 1er degré de Lille3-Ronchin;50.587151596327736;3.1121894707999385;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593991T;;;0592787J;;;09103;LILLE EST
0591517D;Ecole primaire Martha Desrumaux;Ecole;Public;56 rue Roger Martin;;59620 LEVAL;59620;59344;Leval;059;09;32;1;1;;;;0327394940;;;ce.0591517D@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590344400101;;50.189184737469425, 3.8394906259906314;SANS OBJET;Nord;Lille;Hauts-de-France;760019.0;7010439.1;EPSG:2154;Circonscription d'inspection du 1er degré d'Avesnes Aulnoye;50.189184737469425;3.8394906259906314;Numéro de rue;1956-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0596694F;;;0596785E;;;09108;SAMBRE AVESNOIS
0591525M;Ecole élémentaire niveau 1 Joliot-Curie;Ecole;Public;50 rue Paul Vaillant Couturier;;59260 LEZENNES;59260;59346;Lezennes;059;09;32;0;1;;;;0320912266;;;ce.0591525M@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590346900033;;50.61352862459336, 3.1118195798929738;SANS OBJET;Nord;Lille;Hauts-de-France;707927.7;7057394.5;EPSG:2154;Circonscription d'inspection du 1er degré de Lille3-Villeneuve d'Ascq Sud;50.61352862459336;3.1118195798929738;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0594525Y;;;0594260K;;;09103;LILLE EST
0591550P;Ecole élémentaire Pasteur;Ecole;Public;246 rue Solférino;;59000 LILLE;59000;59350;Lille;059;09;32;0;1;;;;0320547297;;;ce.0591550P@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590350100520;;50.62721718741841, 3.062099713727676;SANS OBJET;Nord;Lille;Hauts-de-France;704401.5;7058915.9;EPSG:2154;Circonscription d'inspection du 1er degré de Lille1-Centre;50.62721718741841;3.062099713727676;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590115E;;;0595962K;;;09101;LILLE CENTRE
0591560A;Ecole maternelle La Bruyère;Ecole;Public;8 rue de l'Escaut;;59000 LILLE;59000;59350;Lille;059;09;32;1;0;;;;0320535263;;;ce.0591560A@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP+;;21590350101106;;50.613361042041454, 3.0535293922364075;SANS OBJET;Nord;Lille;Hauts-de-France;703795.1;7057371.5;EPSG:2154;Circonscription d'inspection du 1er degré de Lille1-Sud;50.613361042041454;3.0535293922364075;Rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0590271Z;;;0595961J;;;09101;LILLE CENTRE
0591591J;Ecole maternelle Maurice Bouchor;Ecole;Public;1  RUE HIPPOLYTE LEFEBVRE;;59000 LILLE;59000;59350;Lille;059;09;32;1;0;;;;0320062165;;;ce.0591591J@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590350100249;;50.645210433941564, 3.087580481917965;SANS OBJET;Nord;Lille;Hauts-de-France;706205.3;7060922.6;EPSG:2154;Circonscription d'inspection du 1er degré de Lille1 Héllemmes;50.645210433941564;3.087580481917965;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0593180L;;;0596415C;;;09101;LILLE CENTRE
0591609D;Ecole primaire Nadaud - Briand - Buisson;Ecole;Public;7 boulevard Eugène Duthoit;;59000 LILLE;59000;59350;Lille;059;09;32;1;1;;;;0320298019;;;ce.0591609D@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP+;;21590350100975;;50.60746897452665, 3.0399106898389356;SANS OBJET;Nord;Lille;Hauts-de-France;702829.9;7056714.4;EPSG:2154;Circonscription d'inspection du 1er degré de Lille1-Sud;50.60746897452665;3.0399106898389356;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590271Z;;;0595961J;;;09101;LILLE CENTRE
0591613H;Ecole régionale du premier degré Ernest Couteaux;Ecole;Public;6 rue Saint Bernard;;59000 LILLE;59000;59350;Lille;059;09;32;0;0;;;;0320939497;;;ce.0591613H@ac-lille.fr;1;1;0;;;;;;;;;;;;;;;19591613500013;;50.6210576973551, 3.0414506883096197;SANS OBJET;Nord;Lille;Hauts-de-France;702938.3;7058228.6;EPSG:2154;Circonscription d'inspection du 1er degré de Lille 1 Lille 3 - ASH;50.6210576973551;3.0414506883096197;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;169;ECOLE REGIONALE DU PREMIER DEGRE;99;0596833G;;;0595716T;;;09101;LILLE CENTRE
0591615K;Ecole maternelle Jean Jaurès;Ecole;Public;6 rue Guillaume Tell;;59000 LILLE;59000;59350;Lille;059;09;32;1;0;;;;0320921422;;;ce.0591615K@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590350100561;;50.63279639647196, 3.027709861575943;SANS OBJET;Nord;Lille;Hauts-de-France;701963.8;7059536.2;EPSG:2154;Circonscription d'inspection du 1er degré de Lille 1 Nord;50.63279639647196;3.027709861575943;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0593226L;;;0592799X;;;09101;LILLE CENTRE
0591619P;Ecole maternelle Jean-Jacques Rousseau;Ecole;Public;6 rue du Lieutenant Colpin;;59000 LILLE;59000;59350;Lille;059;09;32;1;0;;;;0320554211;;;ce.0591619P@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590350100900;;50.64247967350832, 3.054520122557671;SANS OBJET;Nord;Lille;Hauts-de-France;703863.1;7060616.2;EPSG:2154;Circonscription d'inspection du 1er degré de Lille 1 Nord;50.64247967350832;3.054520122557671;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0590115E;;;0592799X;;;09101;LILLE CENTRE
0591620R;Ecole élémentaire Diderot;Ecole;Public;4 rue du Béguinage;;59800 LILLE;59800;59350;Lille;059;09;32;0;1;;;;0320551367;;;ce.0591620R@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590350100751;;50.64636206707761, 3.0580698113995655;SANS OBJET;Nord;Lille;Hauts-de-France;704114.3;7061049.0;EPSG:2154;Circonscription d'inspection du 1er degré de Lille 1 Nord;50.64636206707761;3.0580698113995655;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590115E;;;0592799X;;;09101;LILLE CENTRE
0591638K;Ecole maternelle d'application André;Ecole;Public;42 ter rue Paul Lafargue;;59000 LILLE;59000;59350;Lille;059;09;32;1;0;;;;0320575231;;;ce.0591638K@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP+;;21590350100348;;50.6212653623557, 3.047940121360342;SANS OBJET;Nord;Lille;Hauts-de-France;703398.3;7058252.0;EPSG:2154;Circonscription d'inspection du 1er degré de Lille1-Centre;50.6212653623557;3.047940121360342;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;103;ECOLE MATERNELLE D APPLICATION;99;0596833G;;;0595962K;;;09101;LILLE CENTRE
0591640M;Ecole primaire Maria Montessori;Ecole;Public;62 rue Mermoz;;59000 LILLE;59000;59350;Lille;059;09;32;1;1;;;;0320920190;;;ce.0591640M@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590350100892;;50.62861107507401, 3.026350252014372;SANS OBJET;Nord;Lille;Hauts-de-France;701867.6;7059069.8;EPSG:2154;Circonscription d'inspection du 1er degré de Lille 1 Nord;50.62861107507401;3.026350252014372;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593226L;;;0592799X;;;09101;LILLE CENTRE
0591650Y;Ecole primaire Henri Matisse;Ecole;Public;90 PTE RUE;;59182 LOFFRE;59182;59354;Loffre;059;09;32;1;1;;;;0327805087;;;ce.0591650Y@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590354300027;;50.35590733334939, 3.173579595668976;SANS OBJET;Nord;Lille;Hauts-de-France;712369.4;7028702.0;EPSG:2154;Circonscription d'inspection du 1er degré de Douai-Cantin;50.35590733334939;3.173579595668976;Ville;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590002G;;;0592769P;;;09106;DOUAISIS
0591652A;Ecole primaire Sand - Bracke Desrousseaux - Michelet;Ecole;Public;37 avenue de la République;LOMME;59000 LILLE;59000;59350;Lille;059;09;32;1;1;;;;0320924266;;;ce.0591652A@ac-lille.fr;1;0;1;;;;;;;;;;;;;;;21590355000170;;50.65505200212367, 3.0866984258758094;SANS OBJET;Nord;Lille;Hauts-de-France;706141.6;7062019.2;EPSG:2154;Circonscription d'inspection du 1er degré de Lille2-Lomme;50.65505200212367;3.0866984258758094;Rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590131X;;;0592786H;;;09101;LILLE CENTRE
0591665P;Ecole maternelle La Fontaine;Ecole;Public;1 rue Lamartine;;59160 LILLE;59160;59350;Lille;059;09;32;1;0;;;;0320920721;;;ce.0591665P@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590355000139;;50.622492701575574, 3.0645796035063073;SANS OBJET;Nord;Lille;Hauts-de-France;704577.7;7058389.6;EPSG:2154;Circonscription d'inspection du 1er degré de Lille2-Lomme;50.622492701575574;3.0645796035063073;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0590131X;;;0592786H;;;09101;LILLE CENTRE
0591667S;Ecole maternelle Victor Hugo;Ecole;Public;36 rue de l'Egalité;;59160 LILLE;59160;59350;Lille;059;09;32;1;0;;;;0320924109;;;ce.0591667S@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590355000121;;50.631940591162746, 3.0038097234866448;SANS OBJET;Nord;Lille;Hauts-de-France;700270.0;7059440.5;EPSG:2154;Circonscription d'inspection du 1er degré de Lille2-Lomme;50.631940591162746;3.0038097234866448;Numéro de rue;1964-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0590131X;;;0592786H;;;09101;LILLE CENTRE
0591677C;Ecole primaire Marcel Valcke;Ecole;Public;Route de Cassel;;59630 LOOBERGHE;59630;59358;Looberghe;059;09;32;1;1;;;;0328298183;;;ce.0591677C@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590358400021;;50.91608530484299, 2.2726796870443002;SANS OBJET;Nord;Lille;Hauts-de-France;648746.3;7091345.4;EPSG:2154;Circonscription d'inspection du 1er degré de Dunkerque Wormhout;50.91608530484299;2.2726796870443002;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590090C;;;0594358S;;;09105;DUNKERQUE FLANDRE
0591707K;Ecole maternelle Anselme Lesage;Ecole;Public;2 rue Henri Barbusse;;59490 SOMAIN;59490;59574;Somain;059;09;32;1;0;;;;0327906375;;;ce.0591707K@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590574600024;;50.360700885174964, 3.272330608347031;SANS OBJET;Nord;Lille;Hauts-de-France;719404.6;7029255.8;EPSG:2154;Circonscription d'inspection du 1er degré de Douai-Rieulay;50.360700885174964;3.272330608347031;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0590248Z;;;0592771S;;;09106;DOUAISIS
0591722B;Ecole maternelle Courbet;Ecole;Public;Rue Courbet;;59110 LA MADELEINE;59110;59368;La Madeleine;059;09;32;1;0;;;;0320556509;;;ce.0591722B@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590368300039;;50.65616364772295, 3.063300168462701;SANS OBJET;Nord;Lille;Hauts-de-France;704484.0;7062141.5;EPSG:2154;Circonscription d'inspection du 1er degré de Lille1-Marcq en Baroeul;50.65616364772295;3.063300168462701;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0593658F;;;0592781C;;;09101;LILLE CENTRE
0591723C;Ecole maternelle du Moulin Alphonse Daudet;Ecole;Public;32 rue du Moulin;;59110 LA MADELEINE;59110;59368;La Madeleine;059;09;32;1;0;;;;0320552917;;;ce.0591723C@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590368300138;;50.653512260996074, 3.070819324315001;SANS OBJET;Nord;Lille;Hauts-de-France;705016.9;7061846.5;EPSG:2154;Circonscription d'inspection du 1er degré de Lille1-Marcq en Baroeul;50.653512260996074;3.070819324315001;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0593658F;;;0592781C;;;09101;LILLE CENTRE
0591725E;Ecole primaire Pierre Vanderbecq du Centre;Ecole;Public;90 rue Jean Jaurès;;59233 MAING;59233;59369;Maing;059;09;32;1;1;;;;0327342245;;;ce.0591725E@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590369100032;;50.307303147042745, 3.483330369236545;SANS OBJET;Nord;Lille;Hauts-de-France;734475.4;7023380.3;EPSG:2154;Circonscription d'inspection du 1er degré de Valenciennes-Saint Saulve;50.307303147042745;3.483330369236545;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593674Y;;;0592795T;;;09107;VALENCIENNOIS
0591760T;Ecole maternelle Marie Curie;Ecole;Public;16 place du Général de Gaulle;;59700 MARCQ EN BAROEUL;59700;59378;Marcq-en-Baroeul;059;09;32;1;0;;;;0320984848;;;ce.0591760T@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590378200187;;50.67600166127285, 3.0914204661699913;SANS OBJET;Nord;Lille;Hauts-de-France;706473.4;7064354.1;EPSG:2154;Circonscription d'inspection du 1er degré de Lille1-Marcq en Baroeul;50.67600166127285;3.0914204661699913;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0594287P;;;0592781C;;;09101;LILLE CENTRE
0591790A;Groupe scolaire Alouettes - Paul Bert;Ecole;Public;8 rue du Docteur Fleming;;59520 MARQUETTE LEZ LILLE;59520;59386;Marquette-lez-Lille;059;09;32;1;1;;;;0320312338;;;ce.0591790A@ac-lille.fr;1;0;1;;;;;;;;;;;;;;;21590386500099;;50.677999227491334, 3.0605694865528927;SANS OBJET;Nord;Lille;Hauts-de-France;704288.7;7064574.6;EPSG:2154;Circonscription d'inspection du 1er degré de Lille1-Lambersart;50.677999227491334;3.0605694865528927;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593658F;;;0592783E;;;09101;LILLE CENTRE
0591814B;Ecole maternelle Faubourg de Mons;Ecole;Public;4 rue du Cèdre Bleu;;59600 MAUBEUGE;59600;59392;Maubeuge;059;09;32;1;0;;;;0327649942;;;ce.0591814B@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590392300294;;50.29170931475217, 3.9745593052308483;SANS OBJET;Nord;Lille;Hauts-de-France;769534.3;7021967.1;EPSG:2154;Circonscription d'inspection du 1er degré d'Avesnes-Maubeuge;50.29170931475217;3.9745593052308483;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0590150T;;;0592788K;;;09108;SAMBRE AVESNOIS
0591838C;Ecole primaire;Ecole;Public;84  GRANDE RUE;;59360 MAZINGHIEN;59360;59395;Mazinghien;059;09;32;1;1;;;;0327776212;;;ce.0591838C@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590395600021;;50.05093605398211, 3.6011606696685186;SANS OBJET;Nord;Lille;Hauts-de-France;743097.3;6994890.1;EPSG:2154;Circonscription d'inspection du 1er degré de Cambrai-Le Cateau;50.05093605398211;3.6011606696685186;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0595337F;;;0592777Y;;;09109;CAMBRESIS
0591875T;Ecole élémentaire Sévigné;Ecole;Public;1 rue Jeanne d'Arc;;59370 MONS EN BAROEUL;59370;59410;Mons-en-Baroeul;059;09;32;0;1;;;;0320041055;;;ce.0591875T@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590410300045;;50.64446840645158, 3.1026398292453923;SANS OBJET;Nord;Lille;Hauts-de-France;707272.4;7060841.2;EPSG:2154;Circonscription d'inspection du 1er degré de Lille3-Villeneuve d'Ascq Nord;50.64446840645158;3.1026398292453923;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590155Y;;;0592782D;;;09103;LILLE EST
0591895P;Groupe scolaire des deux vallées;Ecole;Public;Rue Simon Beauchamp;;59158 MORTAGNE DU NORD;59158;59418;Mortagne-du-Nord;059;09;32;1;1;;;;0327268349;;;ce.0591895P@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590418600040;;50.50193869534371, 3.449889490805417;SANS OBJET;Nord;Lille;Hauts-de-France;731966.6;7045046.9;EPSG:2154;Circonscription d'inspection du 1er degré de Valenciennes-Condé;50.50193869534371;3.449889490805417;Rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0594411Z;;;0592798W;;;09107;VALENCIENNOIS
0591920S;Ecole primaire Pasteur;Ecole;Public;52 rue des Acacias;;59293 NEUVILLE SUR ESCAUT;59293;59429;Neuville-sur-Escaut;059;09;32;1;1;;;;0327357130;;;ce.0591920S@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590429300028;;50.28063419592644, 3.338540270352698;SANS OBJET;Nord;Lille;Hauts-de-France;724160.5;7020356.3;EPSG:2154;Circonscription d'inspection du 1er degré de Valenciennes Denain;50.28063419592644;3.338540270352698;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590062X;;;0594360U;;;09107;VALENCIENNOIS
0591944T;Ecole primaire La Clé des Champs;Ecole;Public;59 rue de la Turquerie;;59282 NOYELLES SUR SELLE;59282;59440;Noyelles-sur-Selle;059;09;32;1;1;;;;0327441413;;;ce.0591944T@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590440000029;;50.286946995243554, 3.385669525000601;SANS OBJET;Nord;Lille;Hauts-de-France;727520.5;7021074.8;EPSG:2154;Circonscription d'inspection du 1er degré de Valenciennes-Escaudain;50.286946995243554;3.385669525000601;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593484S;;;0594520T;;;09107;VALENCIENNOIS
